row_index,primary_accent,sample_id,sentence,reference_translation_zh,direct_translation,direct_unk_count,reference_tokenizer_unk_count,reference_tokens
2902,Malaysian English,spk_1223,The crowd swayed a little as I elbowed my way through.,我用手肘挤出一条道时，人群微微摇晃了一下。,"当我<unk>肘穿过时, 群众有点摇摆.",1,1,"['▁我', '用', '手', '肘', '挤', '出', '一', '条', '道', '时', ',', '人', '群', '微', '微', '摇', '晃', '了一', '下', '<unk>']"
2904,Malaysian English,spk_0640,I went stretching my legs clumsily and feeling my way in the dark.,我笨拙地伸伸腿，在黑暗中摸索着前进。,我走了伸出我的腿<unk>拙地和感觉我的方式在黑暗中.,1,1,"['▁我', '笨', '拙', '地', '伸', '伸', '腿', ',', '在', '黑暗', '中', '摸', '索', '着', '前', '进', '<unk>', '<pad>']"
2962,Malaysian English,spk_0102,"The conical eggs are blue green when fresh, then turn orange.",锥形蛋刚生出来的时候是蓝绿色的，之后会变成橙色。,"<unk>形的<unk>蛋在新鲜时是蓝绿色的,然后变成<unk>色.",3,1,"['▁', '锥', '形', '蛋', '刚', '生', '出来', '的时候', '是', '蓝', '绿', '色的', ',', '之后', '会', '变成', '橙', '色', '<unk>', '<pad>']"
2970,Malaysian English,spk_0290,"Linfen has rich mineral resources including coal, iron ore, copper, and lead.",临汾有丰富的煤、铁矿石、铜、铅等矿产资源。,"林芬拥有丰富的矿产资源,包括煤炭,铁矿石,铜和<unk>.",1,5,"['▁', '临', '<unk>', '有', '丰富', '的', '煤', '<unk>', '铁', '矿', '石', '<unk>', '铜', '<unk>', '铅', '等', '矿', '产', '资源', '<unk>']"
2971,Malaysian English,spk_1447,"Oh dear, oh dear!",哦天哪，哦天哪！,"<unk>,亲爱的,<unk>,亲爱的!",2,0,"['▁', '哦', '天', '哪', ',', '哦', '天', '哪', '!', '<pad>']"
2972,Malaysian English,spk_0670,Parachuting is dangerous.,跳伞很危险。,降落<unk>是很危险的.,1,1,"['▁', '跳', '伞', '很', '危险', '<unk>']"
2973,Malaysian English,spk_0833,He offered the kids some ice-cream.,他给孩子们一些冰淇淋。,他给孩子们提供了一些冰<unk>淋.,1,1,"['▁他', '给', '孩子', '们', '一些', '冰', '淇', '淋', '<unk>', '<pad>']"
2982,Malaysian English,spk_1234,Strike while the iron is hot Make hay while the sun shines.,趁热打铁，勿失良机,"在铁还热的时候打,在阳光照耀的时候做禾<unk>.",1,0,"['▁', '趁', '热', '打', '铁', ',', '勿', '失', '良', '机']"
2988,Malaysian English,spk_0551,I am not surprised.,我不感到惊讶。,我没有惊<unk>.,1,1,"['▁我不', '感到', '惊', '讶', '<unk>', '<pad>']"
3010,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0405,"Nora finds herself ugly, because she has pimples.",诺拉发现自己很丑，因为她长了丘疹。,"诺拉觉得自己很丑,因为她有<unk>.",1,1,"['▁', '诺', '拉', '发现', '自己', '很', '丑', ',', '因为', '她', '长', '了', '丘', '疹', '<unk>', '<pad>']"
3014,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0405,"They walked in from the rain, all dishevelled and steaming.",他们从雨中走了进来，衣冠不整，浑身湿透。,"他们从雨中走进来, 所有的<unk>乱和蒸汽.",1,1,"['▁他们', '从', '雨', '中', '走', '了', '进', '来', ',', '衣', '冠', '不', '整', ',', '浑', '身', '湿', '透', '<unk>', '<pad>']"
3018,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1500,"When he saw the storm clouds in the sky, Jaka wished he would have remembered his umbrella.",当他看到天空中的乌云时，Jaka 希望他能记得他的雨伞。,"当他看到天空上的风暴云时,贾卡希望他能记住他的雨<unk>.",1,1,"['▁当', '他', '看到', '天', '空', '中的', '乌', '云', '时', ',', 'J', 'aka', '▁希望', '他', '能', '记', '得', '他的', '雨', '伞', '<unk>', '<pad>']"
3019,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0183,He disappeared into the tent.,他消失在帐篷里。,他消失在帐<unk>里.,1,1,"['▁他', '消失', '在', '帐', '篷', '里', '<unk>', '<pad>']"
3047,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0405,"Strawberry curd, yummy!",草莓凝乳，好吃 ！,"草<unk>奶酪,很好吃!",1,0,"['▁', '草', '莓', '凝', '乳', ',', '好', '吃', '▁!', '<pad>']"
3059,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0125,"Other waterfalls include the Rincon Falls, Rio Seco Falls and Marianne Falls.",其他瀑布包括 Rincon 瀑布，Rio Seco 瀑布和 Marianne 瀑布。,"其他<unk>布包括林肯<unk>布,里奥塞科<unk>布和玛丽安<unk>布.",4,1,"['▁其他', '瀑', '布', '包括', '▁Rin', 'con', '▁', '瀑', '布', ',', 'R', 'io', '▁Sec', 'o', '▁', '瀑', '布', '和', '▁Mari', 'anne', '▁', '瀑', '布', '<unk>']"
3066,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1410,The boy was astonished by what he saw inside.,男孩被他在里面看到的东西震惊了。,这个男孩惊<unk>地看到里面的东西.,1,1,"['▁男', '孩', '被', '他在', '里面', '看到', '的东西', '震', '惊', '了', '<unk>', '<pad>']"
3081,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0125,The family lived over Staunton's mother's hair dressing salon.,全家依靠 Staunton 母亲的美发沙龙为生。,这家人住在斯<unk>顿母亲的理发店上方.,1,1,"['▁全', '家', '依', '靠', '▁Sta', 'unt', 'on', '▁', '母亲', '的', '美', '发', '沙', '龙', '为', '生', '<unk>', '<pad>']"
3086,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0188,Her ankles were free.,她的脚踝是自由的。,她的脚<unk>是自由的.,1,1,"['▁她', '的', '脚', '踝', '是', '自由', '的', '<unk>']"
3091,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0829,Pitch the straw through the door of the stable.,把稻草从门插进马厩。,把<unk>子扔进马<unk>的门.,2,1,"['▁把', '稻', '草', '从', '门', '插', '进', '马', '厩', '<unk>']"
3096,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1367,It contains Zucchini.,它含有西葫芦。,它含有朱<unk>.,1,1,"['▁它', '含有', '西', '葫', '芦', '<unk>']"
3097,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0271,"He grew strawberries, so you would not like it.",他种草莓，所以你不会喜欢它的。,"他种植草<unk>,所以你不会喜欢它.",1,1,"['▁他', '种', '草', '莓', ',', '所以', '你', '不会', '喜欢', '它的', '<unk>', '<pad>']"
3099,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0718,"Don't you dare switch away, I think rhymes are okay, since they never decay, I could do this all day.",你敢换台试试，我认为押韵没问题，因为它们从不过时，我可以一整天都这样做。,"别敢换掉!我认为<unk>语是好的,因为它们永远不会腐烂,我可以整天这样做.",1,1,"['▁你', '敢', '换', '台', '试', '试', ',', '我认为', '押', '韵', '没', '问题', ',', '因为', '它们', '从', '不过', '时', ',', '我可以', '一', '整', '天', '都', '这样做', '<unk>']"
3120,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0078,"Nora finds herself ugly, because she has pimples.",诺拉发现自己很丑，因为她长了丘疹。,"诺拉觉得自己很丑,因为她有<unk>.",1,1,"['▁', '诺', '拉', '发现', '自己', '很', '丑', ',', '因为', '她', '长', '了', '丘', '疹', '<unk>', '<pad>']"
3121,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1133,Garlic can be used to fight vampires.,大蒜可以用来对付吸血鬼。,大<unk>可以用来对抗吸血鬼.,1,1,"['▁大', '蒜', '可以', '用来', '对', '付', '吸', '血', '鬼', '<unk>']"
3123,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0178,"Oliver, aide to Mr. Bogan, who had Rubbermaid in his arms, fainted.",正当 Bogan 先生抱着 Rubbermaid 时，他的助手 Oliver 昏倒了。,"奥利弗,博根先生的助手, 谁在他的手臂里<unk>, 昏倒了.",1,1,"['▁正', '当', '▁B', 'ogan', '▁', '先生', '抱', '着', '▁Rub', 'ber', 'maid', '▁', '时', ',', '他的', '助', '手', '▁Oliver', '▁', '昏', '倒', '了', '<unk>', '<pad>']"
3130,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0869,I can't find the ruler in my pencil case.,我找不到我铅笔盒里的尺子。,我在<unk>笔箱里找不到线索.,1,1,"['▁我', '找', '不到', '我', '铅', '笔', '盒', '里的', '尺', '子', '<unk>', '<pad>']"
3134,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0373,But that was simply because my eye was tired.,但那只是因为我的眼睛累了。,但这仅仅是因为我的眼睛疲<unk>了.,1,1,"['▁但', '那', '只是', '因为', '我的', '眼睛', '累', '了', '<unk>', '<pad>']"
3135,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0681,"At most, they thought that another meteorite had descended.",他们最多以为又有一颗陨石落下来了。,他们最可能认为另一个<unk>石已经落下.,1,1,"['▁他们', '最多', '以为', '又', '有一', '颗', '陨', '石', '落', '下来', '了', '<unk>']"
3139,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0284,"They walked in from the rain, all dishevelled and steaming.",他们从雨中走了进来，衣冠不整，浑身湿透。,"他们从雨中走进来, 所有的<unk>乱和蒸汽.",1,1,"['▁他们', '从', '雨', '中', '走', '了', '进', '来', ',', '衣', '冠', '不', '整', ',', '浑', '身', '湿', '透', '<unk>', '<pad>']"
3167,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0484,When the frost has come it is time for turkey.,霜冻来临的时候就是吃火鸡的时候了。,"当<unk>来了,这是火<unk>的时间.",2,1,"['▁', '霜', '冻', '来', '临', '的时候', '就是', '吃', '火', '鸡', '的时候', '了', '<unk>', '<pad>']"
3175,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0221,"Therefore, only aluminum hydroxide was generated.",因此，仅生成了氢氧化铝。,"因此,只有<unk>氧化物被产生.",1,1,"['▁因此', ',', '仅', '生', '成了', '氢', '氧化', '铝', '<unk>', '<pad>']"
3186,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1492,These are in the tundra biome.,这些都在苔原生物群系中。,这些都在<unk>原生物圈.,1,1,"['▁这些', '都在', '苔', '原', '生物', '群', '系', '中', '<unk>', '<pad>']"
3209,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0991,"Before him was an enormous white horse, rearing over him with a frightening scream.",他面前是一匹巨大的白马，在他的头顶上发出一声可怕的尖叫。,"在他面前是一匹巨大的白马, 在他身上<unk>起了可怕的尖叫.",1,1,"['▁他', '面前', '是一', '匹', '巨大的', '白', '马', ',', '在', '他的', '头', '顶', '上', '发出', '一', '声', '可怕', '的', '尖', '叫', '<unk>', '<pad>']"
3212,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0952,"When a fox hears a rabbit screaming it comes running, but not to help.",当狐狸听到兔子的尖叫声时，它跑了过来，但不是来帮忙的。,"当狐<unk>听到<unk>子尖叫时,它会跑来,但不是来帮助.",2,1,"['▁当', '狐', '狸', '听到', '兔', '子的', '尖', '叫', '声', '时', ',', '它', '跑', '了', '过', '来', ',', '但', '不是', '来', '帮', '忙', '的', '<unk>']"
3218,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1470,The loafers and golf caddies were used to hanging out near the railway station.,懒汉和高尔夫球童习惯在火车站附近闲逛。,摩托车和高尔夫球手习惯在火车站附近<unk>.,1,1,"['▁', '懒', '汉', '和', '高', '尔', '夫', '球', '童', '习惯', '在', '火', '车', '站', '附近', '闲', '逛', '<unk>']"
3219,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1533,The Girl Guide emblem is set upon a banner of the flag of Estonia.,女童军的徽章被挂在爱沙尼亚国旗的旗帜上。,女导游的标志是印在爱沙尼亚国旗的旗<unk>上.,1,1,"['▁女', '童', '军', '的', '徽', '章', '被', '挂', '在', '爱', '沙', '尼亚', '国', '旗', '的', '旗', '帜', '上', '<unk>', '<pad>']"
3227,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0954,The hydrogen gas escaped.,氢气漏出。,<unk>气已经逃脱.,1,1,"['▁', '氢', '气', '漏', '出', '<unk>']"
3238,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0820,Could Aunt Dahlia have slept on it and changed her mind?,Dahlia 姨妈已经睡在上面改变主意了吗？,"达利亚阿<unk>可能睡过了,改变了主意吗?",1,0,"['▁Dahl', 'ia', '▁', '姨', '妈', '已经', '睡', '在', '上面', '改变', '主', '意', '了', '吗', '?', '<pad>']"
3257,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0253,"A trill, or shake A triplet.",颤音，或震动三连音符,"一个<unk>,或摇动一个三重奏.",1,0,"['▁', '颤', '音', ',', '或', '震', '动', '三', '连', '音', '符', '<pad>']"
3266,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0484,I believe that there are lots of spiders gathering in the attic.,我相信有许多蜘蛛聚集在阁楼上。,我相信有很多蜘蛛聚集在<unk>楼上.,1,1,"['▁我', '相信', '有', '许多', '蜘', '蛛', '聚', '集', '在', '阁', '楼', '上', '<unk>', '<pad>']"
3271,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1533,Toulet engaged a correspondence with Machen and visited him in London.,图莱与马肯进行了通信，并在伦敦拜访了他。,"图莱特与马<unk>进行了信件交流,并在伦敦拜访他.",1,1,"['▁', '图', '莱', '与', '马', '肯', '进行了', '通信', ',', '并在', '伦敦', '拜', '访', '了他', '<unk>', '<pad>']"
3279,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1452,"All of the species from this family have free-living, aquatic tadpoles.",这个家族的所有物种都有自由生活的水生蝌蚪。,"这一家族的所有物种都有自由生活,水生<unk>.",1,1,"['▁这个', '家族', '的所有', '物', '种', '都有', '自由', '生活的', '水', '生', '蝌', '蚪', '<unk>', '<pad>']"
3289,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0253,"Yeah, I had a bit of a poke at that and failed to work out what was wrong.",是啊，我想了一下，但没弄清楚是怎么回事。,"是的,我有点<unk>,但没有弄清楚有什么问题.",1,1,"['▁是', '啊', ',', '我想', '了一', '下', ',', '但', '没', '弄', '清楚', '是', '怎么', '回', '事', '<unk>']"
3306,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0178,"It produces principally maize, potatoes, apples, pear and plum.",这里主要生产玉米、土豆、苹果、梨和李子。,"它主要生产玉米,土豆,<unk>果,梨和梅.",1,4,"['▁这里', '主要', '生产', '玉', '米', '<unk>', '土', '豆', '<unk>', '苹果', '<unk>', '梨', '和', '李', '子', '<unk>']"
3315,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1584,"Looking down at the spoon he held, the boy saw that the oil was gone.",男孩低头看着手中的勺子，发现油不见了。,"这个男孩看着他手里的<unk>匙, 看到油已经消失了.",1,1,"['▁男', '孩', '低', '头', '看', '着', '手', '中的', '勺', '子', ',', '发现', '油', '不', '见', '了', '<unk>', '<pad>']"
3320,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1129,He disappeared into the tent.,他消失在帐篷里。,他消失在帐<unk>里.,1,1,"['▁他', '消失', '在', '帐', '篷', '里', '<unk>', '<pad>']"
3325,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0425,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",千万不要通过给猴子剃毛来为剃须刀做广告，这很残忍，而且会导致法律诉讼。,"永远不要通过剃须<unk>子来宣传剃须刀, 这是残酷的,",1,1,"['▁千', '万', '不要', '通过', '给', '猴', '子', '剃', '毛', '来', '为', '剃', '须', '刀', '做', '广告', ',', '这', '很', '残', '忍', ',', '而且', '会', '导致', '法律', '诉讼', '<unk>']"
3339,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0340,I couldn’t stop staring at it.,我不停地盯着它。,我无法停止<unk>着它.,1,1,"['▁我不', '停', '地', '盯', '着', '它', '<unk>', '<pad>']"
3344,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1410,And the sand and gravel had been flung violently in every direction.,沙砾石猛烈地抛向四面八方。,沙子和<unk>石已经被猛烈地扔到各个方向.,1,1,"['▁沙', '砾', '石', '猛', '烈', '地', '抛', '向', '四', '面', '八', '方', '<unk>', '<pad>']"
3347,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0284,I've made some delicious pancakes this morning.,今天早上我做了一些美味的煎饼。,我今天早上做了一些美味的<unk>饼.,1,1,"['▁今天', '早上', '我', '做', '了一些', '美', '味', '的', '煎', '饼', '<unk>', '<pad>']"
3354,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0869,Imagined monstrosities capered and gibbered in his imagination as he tried not to look behind him.,想象出的怪物在他的想象中蹦蹦跳跳、胡言乱语，而他尽量不回头看。,"想象中的怪物在他的想象中<unk>动和<unk>动,因为他试图不看后面.",2,2,"['▁想', '象', '出的', '怪', '物', '在', '他的', '想象', '中', '蹦', '蹦', '跳', '跳', '<unk>', '胡', '言', '乱', '语', ',', '而', '他', '尽', '量', '不', '回', '头', '看', '<unk>']"
3358,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1367,And you preferred a cannibal isle and a cartridge belt.,你更喜欢食人岛和子弹带。,你更喜欢一个食人岛和弹<unk>带.,1,1,"['▁你', '更', '喜欢', '食', '人', '岛', '和', '子', '弹', '带', '<unk>', '<pad>']"
3361,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0829,The whole thing seemed depressingly futile.,整件事似乎毫无结果。,整个事情似乎令人<unk>丧的徒劳.,1,1,"['▁', '整', '件事', '似乎', '毫无', '结果', '<unk>', '<pad>']"
3367,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0889,The homeless seem to like soup.,无家可归者似乎喜欢喝汤。,无家可归的人似乎喜欢<unk>.,1,1,"['▁无', '家', '可', '归', '者', '似乎', '喜欢', '喝', '汤', '<unk>']"
3369,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0068,He heard a muffled grating sound and saw the black mark jerk forward an inch or so.,他听到一个低沉的光栅声，看到黑色的标记向前跳动了一英寸左右。,"他听到一个<unk>的<unk>声, 看到黑色的痕迹向前<unk>一英寸或如此.",3,1,"['▁他', '听到', '一个', '低', '沉', '的', '光', '栅', '声', ',', '看到', '黑', '色的', '标', '记', '向', '前', '跳', '动', '了一', '英寸', '左右', '<unk>', '<pad>']"
3371,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1399,"The scabbard was embossed in silver, and the handle was black and encrusted with precious stones.",刀鞘是银制的，刀柄是黑色的，上面镶嵌着宝石。,"<unk>子是用银雕刻的, 手柄是黑色的, <unk>上有宝石.",2,1,"['▁', '刀', '鞘', '是', '银', '制', '的', ',', '刀', '柄', '是', '黑', '色的', ',', '上面', '镶', '嵌', '着', '宝', '石', '<unk>', '<pad>']"
3377,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0582,Meyenberg became a very profitable company because of its government contracts.,由于与政府签订合同，美恩宝成为了一家非常赚钱的公司。,梅恩伯格因其政府合同而成为一家非常<unk>利的公司.,1,1,"['▁由于', '与', '政府', '签', '订', '合同', ',', '美', '恩', '宝', '成为', '了一', '家', '非常', '赚', '钱', '的公司', '<unk>']"
3412,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0125,Right-sided and bilateral varicoceles do also occur.,也会出现右侧和双侧静脉曲张。,右侧和双边的<unk>也发生.,1,1,"['▁也', '会', '出现', '右', '侧', '和', '双', '侧', '静', '脉', '曲', '张', '<unk>', '<pad>']"
3423,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1492,"The word nanosecond is formed by the prefix ""nano"" and the unit ""second"".",纳秒一词由前缀“ nano”和单位“ second”组成。,"纳米秒是由前<unk>""纳米""和单位""秒""组成的.",1,5,"['▁', '纳', '秒', '一', '词', '由', '前', '缀', '<unk>', '▁nano', '<unk>', '和', '单位', '<unk>', '▁second', '<unk>', '组成', '<unk>']"
3429,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1396,They formed heaps that are visible a mile and a half away.,他们堆积在一起，一英里半以外都可以看到。,它们形成了可以从一英里半的距离上看到堆<unk>.,1,1,"['▁他们', '堆', '积', '在一起', ',', '一', '英里', '半', '以外', '都可以', '看到', '<unk>']"
3431,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0864,He turned on the microphone just as the hen was ready to squawk.,他打开麦克风的时候，母鸡正在啼叫,"他打开了麦克风,正当<unk>准备<unk>叫时.",2,0,"['▁他', '打开', '麦', '克', '风', '的时候', ',', '母', '鸡', '正在', '啼', '叫']"
3437,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1276,She bought three cod fishes to cook for dinner.,她买了三条鳕鱼做晚餐。,她买了三条<unk>鱼做晚餐.,1,2,"['▁她', '买', '了', '三', '条', '<unk>', '鱼', '做', '晚', '餐', '<unk>', '<pad>']"
3450,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0153,"His hands were abraded and exhausted, but he listened to his heart.",他的手擦伤了，他筋疲力尽，但他倾听自己的心声。,"他的手是磨损和疲<unk>, 但他听从他的心.",1,1,"['▁他的', '手', '擦', '伤', '了', ',', '他', '筋', '疲', '力', '尽', ',', '但', '他', '倾', '听', '自己的', '心', '声', '<unk>']"
3452,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1370,"The boy prodded them, one by one, with his crook, calling each by name.",一个接一个，男孩用他的杖捅了捅它们，叫着每一只的名字。,"这个男孩用他的<unk>子逐个<unk>着他们,叫每一个名字.",2,1,"['▁一个', '接', '一个', ',', '男孩', '用', '他的', '杖', '捅', '了', '捅', '它们', ',', '叫', '着', '每一', '只', '的名字', '<unk>', '<pad>']"
3461,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0943,He disappeared into the tent.,他消失在帐篷里。,他消失在帐<unk>里.,1,1,"['▁他', '消失', '在', '帐', '篷', '里', '<unk>', '<pad>']"
3471,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1283,A sweater is known as a jumper in England.,一件毛衣在英格兰被称为跳线。,"在英格兰,毛衣被称为<unk>子.",1,1,"['▁一', '件', '毛', '衣', '在', '英格兰', '被称为', '跳', '线', '<unk>']"
3490,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0153,"I had the ""everyone has Gary Busey's teeth"" dream again.",我又做了“每个人都有 Gary Busey 的牙齿”的梦。,"我又梦见""每个人都有加里·布西的牙<unk>"".",1,3,"['▁我', '又', '做了', '<unk>', '每个人', '都有', '▁Gary', '▁Bus', 'ey', '▁的', '牙', '齿', '<unk>', '的', '梦', '<unk>']"
3498,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1362,He began playing guitar and soon added dobro and lap steel.,他开始弹吉他，并很快加入了感声吉他和电吉他。,"他开始弹吉他,很快就加入了多博和<unk>钢.",1,1,"['▁他', '开始', '弹', '吉他', ',', '并', '很快', '加入', '了', '感', '声', '吉他', '和', '电', '吉他', '<unk>']"
3510,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1518,The non-combat proficiency equivalent is the Expert Field Medical Badge.,“野战医务专家技能章”等同于非战斗类技能章。,非战斗能力的等价是专家现场医疗<unk>章.,1,3,"['▁', '<unk>', '野', '战', '医', '务', '专家', '技能', '章', '<unk>', '等', '同', '于', '非', '战斗', '类', '技能', '章', '<unk>', '<pad>']"
3515,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0397,He had surprised himself with the thought.,这个想法使他自己也吃了一惊。,他对这个想法感到惊<unk>.,1,1,"['▁这个', '想法', '使', '他', '自己', '也', '吃', '了一', '惊', '<unk>']"
3535,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0178,The cover art is by Ed Roth and Dave Christensen.,封面艺术是 Ed Roth 和 Dave Christensen 的作品。,封面是由埃德·罗斯和戴夫·克里斯<unk>森创作的.,1,1,"['▁', '封', '面', '艺术', '是', '▁Ed', '▁Roth', '▁和', '▁Dave', '▁Christ', 'ensen', '▁的', '作品', '<unk>']"
3540,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0388,"Directed by Gaylene Preston, the film was also called ""Bread and Roses"".",这部电影由盖琳·普雷斯顿执导，也被称为“面包和玫瑰”。,"这部电影由盖琳·普雷斯顿执导,也被称为""面包和<unk>"".",1,2,"['▁这部电影', '由', '盖', '琳', '·', '普', '雷', '斯', '顿', '执', '导', ',', '也', '被称为', '<unk>', '面', '包', '和', '玫', '瑰', '<unk>', '<pad>']"
3552,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0034,The turf and gravel around it seemed charred as if by a sudden explosion.,周围的草皮和碎石似乎被突然的爆炸烧焦了。,"周围的草<unk>和<unk>石似乎被燃烧,好像突然爆炸.",2,1,"['▁周', '围', '的', '草', '皮', '和', '碎', '石', '似乎', '被', '突然', '的', '爆炸', '烧', '焦', '了', '<unk>', '<pad>']"
3555,"Southern African (South Africa, Zimbabwe, Namibia)",spk_1241,Is that how your niece began?,你侄女就是这样开始的吗？,你的<unk>女是这样开始的吗?,1,0,"['▁你', '侄', '女', '就是', '这样', '开始', '的', '吗', '?', '<pad>']"
3575,"Southern African (South Africa, Zimbabwe, Namibia)",spk_0153,"It swayed in the air, like weeping willows.",它在空中摇曳，像垂柳。,"它在空气中摇摆,就像哭<unk>.",1,1,"['▁它', '在', '空中', '摇', '曳', ',', '像', '垂', '柳', '<unk>']"
3610,United States English,spk_1000,Jackie Chan is a famous martial artist and actor from Hong Kong.,成龙是香港著名的武术家和演员。,杰基·<unk>是一位著名的武术家和演员.,1,1,"['▁成', '龙', '是', '香港', '著名的', '武', '术', '家', '和', '演员', '<unk>', '<pad>']"
3620,United States English,spk_0920,Oak is strong and also gives shade.,橡木很结实，也能遮荫。,"<unk>树是坚固的,也提供了阴影.",1,1,"['▁', '橡', '木', '很', '结', '实', ',', '也', '能', '遮', '荫', '<unk>']"
3638,United States English,spk_0918,A large piece suddenly came off and fell with a loud and sharp noise.,一大块突然脱落了，伴随着又大又尖的声响掉了下来。,"一块大块突然脱落,并与一个大声和尖<unk>的噪音.",1,1,"['▁一', '大', '块', '突然', '脱', '落', '了', ',', '伴', '随着', '又', '大', '又', '尖', '的', '声', '响', '掉', '了', '下来', '<unk>', '<pad>']"
3641,United States English,spk_0494,She stared at him.,她盯着他看。,她<unk>着他看.,1,1,"['▁她', '盯', '着', '他', '看', '<unk>']"
3646,United States English,spk_0370,"You made your bed, now you must lie in it.",您已经整理好床铺，现在您应该已经躺在床上了。,"你已经<unk>好了你的床,现在你必须躺在上面.",1,1,"['▁您', '已经', '整理', '好', '床', '铺', ',', '现在', '您', '应该', '已经', '躺', '在', '床', '上了', '<unk>']"
3658,United States English,spk_0759,"The Englishman prodded him, and the boy asked her about the man who cured people's illnesses.",英国人戳了他一下，男孩就问她是谁治好了人们的病。,"这位英国人<unk>他,男孩问她关于治愈人们疾病的人.",1,1,"['▁英国', '人', '戳', '了他', '一下', ',', '男孩', '就', '问', '她', '是', '谁', '治', '好了', '人们', '的', '病', '<unk>']"
3664,United States English,spk_0821,Among his more notable interview subjects were Bob Marley and Lou Reed.,在他的采访对象中，更为知名的包括 Bob Marley 和 Lou Reed。,他最著名的采访对象包括<unk>勃·马利和卢·里德.,1,1,"['▁在', '他的', '采', '访', '对象', '中', ',', '更为', '知', '名的', '包括', '▁Bob', '▁Mar', 'ley', '▁和', '▁Lou', '▁Reed', '<unk>']"
3668,United States English,spk_0279,"Hey Lucy, have you remembered the lyrics for the anthem yet?",嘿，露西，你还记得国歌的歌词吗？,"<unk>,露西,你已经记得了国歌的歌词了吗?",1,0,"['▁', '嘿', ',', '露', '西', ',', '你', '还', '记', '得', '国', '歌', '的', '歌', '词', '吗', '?', '<pad>']"
3676,United States English,spk_0673,"She danced like a swan, tall and graceful.",她跳起舞来就像只天鹅，高挑而优雅。,"她像天<unk>一样跳舞,高大优雅.",1,1,"['▁她', '跳', '起', '舞', '来', '就像', '只', '天', '鹅', ',', '高', '挑', '而', '优', '雅', '<unk>']"
